image_path,text,exists,group
f:\OneDrive\TAI_LIEU_HK8\XLA\ocr_tieng_viet\data_daxuli\train\train_052\51.jpg,từng địa bàn để bảo vệ lợi ích chính đáng của bà con.,True,train_052
f:\OneDrive\TAI_LIEU_HK8\XLA\ocr_tieng_viet\data_daxuli\train\train_052\52.jpg,"Ngoài ra, bà con sẽ được tạo điều kiện giải quyết nhanh",True,train_052
f:\OneDrive\TAI_LIEU_HK8\XLA\ocr_tieng_viet\data_daxuli\train\train_052\53.jpg,"chóng, thỏa đáng các yêu cầu liên quan đến vấn đề quốc",True,train_052
f:\OneDrive\TAI_LIEU_HK8\XLA\ocr_tieng_viet\data_daxuli\train\train_052\54.jpg,tịch. Xin cảm ơn ông.,True,train_052
f:\OneDrive\TAI_LIEU_HK8\XLA\ocr_tieng_viet\data_daxuli\train\train_053\1.jpg,"Phát hiện một tàu chở hàng lậu. Sáng 21 - 3, ông Hoàng",True,train_053
f:\OneDrive\TAI_LIEU_HK8\XLA\ocr_tieng_viet\data_daxuli\train\train_053\2.jpg,Tuấn Việt - chi cục trưởng Chi cục Hải quan cửa khẩu cảng sân bay Vũng,True,train_053
f:\OneDrive\TAI_LIEU_HK8\XLA\ocr_tieng_viet\data_daxuli\train\train_053\3.jpg,Tàu - đã ký lệnh kiểm tra hành chính đối với tàu Hồ Tây 1 của Công ty TNHH,True,train_053
f:\OneDrive\TAI_LIEU_HK8\XLA\ocr_tieng_viet\data_daxuli\train\train_053\4.jpg,"thương mại vận tải biển An Lai (có địa chỉ tại 31 E5 Chu Văn An, P. 26, Q. Bình",True,train_053
f:\OneDrive\TAI_LIEU_HK8\XLA\ocr_tieng_viet\data_daxuli\train\train_053\5.jpg,"Thạnh, TP.HCM) do Trần Văn Sơn làm thuyền trưởng. Các nhân viên kiểm tra đã phát",True,train_053
f:\OneDrive\TAI_LIEU_HK8\XLA\ocr_tieng_viet\data_daxuli\train\train_053\6.jpg,"hiện tàu này chở nhiều hàng điện máy cũ với số lượng khá lớn gồm : tủ lạnh, máy giặt,",True,train_053
f:\OneDrive\TAI_LIEU_HK8\XLA\ocr_tieng_viet\data_daxuli\train\train_053\7.jpg,loa thùng và ampli...,True,train_053
f:\OneDrive\TAI_LIEU_HK8\XLA\ocr_tieng_viet\data_daxuli\train\train_053\8.jpg,Lập tức các mặt hàng trên bị lập biên bản thu giữ. Chiều 22 - 3 các cán bộ có trách,True,train_053
f:\OneDrive\TAI_LIEU_HK8\XLA\ocr_tieng_viet\data_daxuli\train\train_053\9.jpg,nhiệm của hải quan cho biết vẫn đang tiếp tục kiểm tra lập biên bản thu giữ các mặt,True,train_053
f:\OneDrive\TAI_LIEU_HK8\XLA\ocr_tieng_viet\data_daxuli\train\train_053\10.jpg,"hàng trên nên chưa thể công bố số lượng chính thức. Ông Nguyễn Thế Khanh, chi",True,train_053
f:\OneDrive\TAI_LIEU_HK8\XLA\ocr_tieng_viet\data_daxuli\train\train_053\11.jpg,"cục phó, cho biết đây là những mặt hàng điện tử cũ đã có qui định cấm nhập khẩu",True,train_053
f:\OneDrive\TAI_LIEU_HK8\XLA\ocr_tieng_viet\data_daxuli\train\train_053\12.jpg,dưới mọi hình thức.,True,train_053
f:\OneDrive\TAI_LIEU_HK8\XLA\ocr_tieng_viet\data_daxuli\train\train_054\1.jpg,"Còn những người khác được bán lại qua các ông chủ nhỏ, không biết số phận ra sao. Lao",True,train_054
f:\OneDrive\TAI_LIEU_HK8\XLA\ocr_tieng_viet\data_daxuli\train\train_054\2.jpg,"động tiếp tục bị bán tứ tán. Các ông chủ chặn xe chở lao động VN giành nhau người, tám người",True,train_054
f:\OneDrive\TAI_LIEU_HK8\XLA\ocr_tieng_viet\data_daxuli\train\train_054\3.jpg,"ở lại công trường cũ, 17 người chuyển đi gửi tạm ở một công ty môi giới. Chúng tôi",True,train_054
f:\OneDrive\TAI_LIEU_HK8\XLA\ocr_tieng_viet\data_daxuli\train\train_054\4.jpg,cầu cứu các nơi nhưng đều tuyệt vọng. Kuala Lumpur ngày thứ 39. Cuộc sống thật,True,train_054
f:\OneDrive\TAI_LIEU_HK8\XLA\ocr_tieng_viet\data_daxuli\train\train_054\5.jpg,"ảm đạm, không một ai giúp đỡ chúng tôi, cứ chuyển dời liên tục.",True,train_054
f:\OneDrive\TAI_LIEU_HK8\XLA\ocr_tieng_viet\data_daxuli\train\train_054\6.jpg,"Nhiều người kiệt sức, chúng tôi phải tự cứu mình. 12 người đi bộ 7 km đến Ban quản",True,train_054
f:\OneDrive\TAI_LIEU_HK8\XLA\ocr_tieng_viet\data_daxuli\train\train_054\7.jpg,"lý lao động và chuyên gia tại Malaysia (ở Kuala Lumpur), đói và khát, ngủ tạm",True,train_054
f:\OneDrive\TAI_LIEU_HK8\XLA\ocr_tieng_viet\data_daxuli\train\train_054\8.jpg,"nơi vỉa hè. Không có giấy thông hành, chúng tôi mất cả quyền tự do đi lại,",True,train_054
f:\OneDrive\TAI_LIEU_HK8\XLA\ocr_tieng_viet\data_daxuli\train\train_054\9.jpg,"sống trong lo âu thấp thỏm. Từ người lao động hợp pháp, chúng tôi bị công",True,train_054
f:\OneDrive\TAI_LIEU_HK8\XLA\ocr_tieng_viet\data_daxuli\train\train_054\10.jpg,"ty biến thành những người bất hợp pháp. Quả thật, chúng tôi đang đứng",True,train_054
f:\OneDrive\TAI_LIEU_HK8\XLA\ocr_tieng_viet\data_daxuli\train\train_054\11.jpg,trước cửa nhà giam.,True,train_054
f:\OneDrive\TAI_LIEU_HK8\XLA\ocr_tieng_viet\data_daxuli\train\train_054\12.jpg,"Nhưng chúng tôi không còn sự lựa chọn. Được ban quản lý can thiệp, đại diện công",True,train_054
f:\OneDrive\TAI_LIEU_HK8\XLA\ocr_tieng_viet\data_daxuli\train\train_054\13.jpg,"ty đến tách chúng tôi làm ba nhóm mang về khách sạn, bốn người được phát",True,train_054
f:\OneDrive\TAI_LIEU_HK8\XLA\ocr_tieng_viet\data_daxuli\train\train_054\14.jpg,25 ringgit (khoảng 100.000 đồng VN) ăn trong sáu ngày. Sau nhiều cuộc làm việc với,True,train_054
f:\OneDrive\TAI_LIEU_HK8\XLA\ocr_tieng_viet\data_daxuli\train\train_054\15.jpg,"đại diện công ty không thành, họ bắt chúng tôi làm đơn đề nghị xin về nước",True,train_054
f:\OneDrive\TAI_LIEU_HK8\XLA\ocr_tieng_viet\data_daxuli\train\train_054\16.jpg,hoặc tiếp tục ở lại làm việc trong điều kiện khốn cùng như thế. Tất cả chúng tôi đều,True,train_054
f:\OneDrive\TAI_LIEU_HK8\XLA\ocr_tieng_viet\data_daxuli\train\train_054\17.jpg,muốn ký vào đơn tự nguyện xin về.,True,train_054
f:\OneDrive\TAI_LIEU_HK8\XLA\ocr_tieng_viet\data_daxuli\train\train_054\18.jpg,Điều đó sai sự thật vì mỗi người đến đây đã mất 25 - 28 triệu đồng / phí,True,train_054
f:\OneDrive\TAI_LIEU_HK8\XLA\ocr_tieng_viet\data_daxuli\train\train_054\19.jpg,(tiền chính thức cho công ty là 1.150 USD và 1 triệu đồng). Chúng tôi muốn,True,train_054
f:\OneDrive\TAI_LIEU_HK8\XLA\ocr_tieng_viet\data_daxuli\train\train_054\20.jpg,"làm việc kiếm tiền, kiếm sống và trả những khoản nợ cho chuyến làm ăn",True,train_054
f:\OneDrive\TAI_LIEU_HK8\XLA\ocr_tieng_viet\data_daxuli\train\train_054\21.jpg,"xa này. Ngược lại, không có việc thì chúng tôi về, không phải tự nguyện xin về để",True,train_054
f:\OneDrive\TAI_LIEU_HK8\XLA\ocr_tieng_viet\data_daxuli\train\train_054\22.jpg,"công ty phủi bỏ mọi trách nhiệm sau đó. Căng thẳng từng ngày, đói ăn,",True,train_054
f:\OneDrive\TAI_LIEU_HK8\XLA\ocr_tieng_viet\data_daxuli\train\train_054\23.jpg,những nét mặt xanh xao như không còn giọt máu.,True,train_054
f:\OneDrive\TAI_LIEU_HK8\XLA\ocr_tieng_viet\data_daxuli\train\train_054\24.jpg,"Trại Kem Kjang... 864 giờ khắc khoải Ngày 25 - 10 - 2003, chúng tôi ngơ ngác khi",True,train_054
f:\OneDrive\TAI_LIEU_HK8\XLA\ocr_tieng_viet\data_daxuli\train\train_054\25.jpg,bị cảnh sát bắt ngay trong khách sạn sn vì không có giấy tờ tùy thân.,True,train_054
f:\OneDrive\TAI_LIEU_HK8\XLA\ocr_tieng_viet\data_daxuli\train\train_054\26.jpg,"Thật là khủng khiếp! "" Nhất nhật tại tù... "" : bệnh tật, roi mây, giày đinh và",True,train_054
f:\OneDrive\TAI_LIEU_HK8\XLA\ocr_tieng_viet\data_daxuli\train\train_054\27.jpg,"đói khát, ngày được hai vắt cơm, sáng một lát bánh mì, điểm danh bốn",True,train_054
f:\OneDrive\TAI_LIEU_HK8\XLA\ocr_tieng_viet\data_daxuli\train\train_054\28.jpg,"tiếng / lần, bất kể ngày đêm.",True,train_054
f:\OneDrive\TAI_LIEU_HK8\XLA\ocr_tieng_viet\data_daxuli\train\train_055\1.jpg,"""To nhưng không khỏe "" Trước đó, Phó Chủ tịch Nguyễn Thiện Nhân nêu mười nguyên nhân",True,train_055
f:\OneDrive\TAI_LIEU_HK8\XLA\ocr_tieng_viet\data_daxuli\train\train_055\2.jpg,"dẫn đến sự sụt giảm kinh tế trong ba tháng đầu năm. Trong đó, ngoài các nguyên",True,train_055
f:\OneDrive\TAI_LIEU_HK8\XLA\ocr_tieng_viet\data_daxuli\train\train_055\3.jpg,"nhân khách quan như dịch cúm gia cầm, giá vàng, giá nguyên vật liệu tăng, thì",True,train_055
f:\OneDrive\TAI_LIEU_HK8\XLA\ocr_tieng_viet\data_daxuli\train\train_055\4.jpg,ba yếu tố chính khiến các nhà đầu tư... nản lòng khi gia nhập thị trường ở TP,True,train_055
f:\OneDrive\TAI_LIEU_HK8\XLA\ocr_tieng_viet\data_daxuli\train\train_055\5.jpg,"là : đất không sẵn sàng, giá đất cao, chi phí đầu tư cao (do chi phí đền bù giải tỏa",True,train_055
f:\OneDrive\TAI_LIEU_HK8\XLA\ocr_tieng_viet\data_daxuli\train\train_055\6.jpg,"quá lớn), thời gian thực hiện quá lâu.",True,train_055
f:\OneDrive\TAI_LIEU_HK8\XLA\ocr_tieng_viet\data_daxuli\train\train_055\7.jpg,"Nhiều ý kiến cho rằng những nguyên nhân này không mới, không là nguyên nhân gốc",True,train_055
f:\OneDrive\TAI_LIEU_HK8\XLA\ocr_tieng_viet\data_daxuli\train\train_055\8.jpg,làm sụt giảm kinh tế TP. Vậy nguyên nhân gốc từ đâu? Viện trưởng Viện Kinh tế,True,train_055
f:\OneDrive\TAI_LIEU_HK8\XLA\ocr_tieng_viet\data_daxuli\train\train_055\9.jpg,"Trần Du Lịch sử dụng phương pháp hình tượng hóa : "" Cơ thể nền kinh tế của TP to",True,train_055
f:\OneDrive\TAI_LIEU_HK8\XLA\ocr_tieng_viet\data_daxuli\train\train_055\10.jpg,"nhưng không khỏe, lớn bụng chứ không lớn toàn thân. Hồi giờ gọi là tăng trưởng",True,train_055
f:\OneDrive\TAI_LIEU_HK8\XLA\ocr_tieng_viet\data_daxuli\train\train_055\11.jpg,"nhưng thiếu bền vững. Quý 1 là thời điểm biểu hiện rõ nhất sự thiếu bền vững này "".",True,train_055
f:\OneDrive\TAI_LIEU_HK8\XLA\ocr_tieng_viet\data_daxuli\train\train_055\12.jpg,"Theo ông Lịch, giá trị gia tăng của công nghiệp cực thấp, chủ yếu lệ thuộc vào",True,train_055
f:\OneDrive\TAI_LIEU_HK8\XLA\ocr_tieng_viet\data_daxuli\train\train_055\13.jpg,"nguyên vật liệu nên khi có biến động, không DN nào dám mở rộng quy mô, phát",True,train_055
f:\OneDrive\TAI_LIEU_HK8\XLA\ocr_tieng_viet\data_daxuli\train\train_055\14.jpg,triển sản xuất.,True,train_055
f:\OneDrive\TAI_LIEU_HK8\XLA\ocr_tieng_viet\data_daxuli\train\train_055\15.jpg,"Ông nói thêm : "" Trước đây TP là trung tâm phân phối hàng hóa. Nhưng",True,train_055
f:\OneDrive\TAI_LIEU_HK8\XLA\ocr_tieng_viet\data_daxuli\train\train_055\16.jpg,"trong quá trình phát triển vừa qua, các DN sản xuất không qua hệ thống",True,train_055
f:\OneDrive\TAI_LIEU_HK8\XLA\ocr_tieng_viet\data_daxuli\train\train_055\17.jpg,"phân phối tại TP, do đó hoạt động thương nghiệp TP mất đi vai trò quan",True,train_055
f:\OneDrive\TAI_LIEU_HK8\XLA\ocr_tieng_viet\data_daxuli\train\train_055\18.jpg,"trọng này. Chỗ này liên quan đến cơ cấu "". Giải quyết cái gốc này như",True,train_055
f:\OneDrive\TAI_LIEU_HK8\XLA\ocr_tieng_viet\data_daxuli\train\train_055\19.jpg,thế nào? Ông Lịch thông tin 16 chương trình phát triển các ngành,True,train_055
f:\OneDrive\TAI_LIEU_HK8\XLA\ocr_tieng_viet\data_daxuli\train\train_055\20.jpg,"kinh tế chủ lực của TP đến nay vẫn còn... nằm trên giấy, chưa",True,train_055
f:\OneDrive\TAI_LIEU_HK8\XLA\ocr_tieng_viet\data_daxuli\train\train_055\21.jpg,triển khai được chương trình nào.,True,train_055
f:\OneDrive\TAI_LIEU_HK8\XLA\ocr_tieng_viet\data_daxuli\train\train_055\22.jpg,"Ông cho rằng trong quí tới chỉ cần triển khai hai, ba trong 16 chương",True,train_055
f:\OneDrive\TAI_LIEU_HK8\XLA\ocr_tieng_viet\data_daxuli\train\train_055\23.jpg,"trình này cũng tạo niềm tin cho DN, giúp họ phấn khởi làm ăn, qua đó",True,train_055
f:\OneDrive\TAI_LIEU_HK8\XLA\ocr_tieng_viet\data_daxuli\train\train_055\24.jpg,thúc đẩy nền kinh tế phát triển. Rào cản về thủ tục hành chính cũng được,True,train_055
f:\OneDrive\TAI_LIEU_HK8\XLA\ocr_tieng_viet\data_daxuli\train\train_055\25.jpg,"đề cập. Phó Chủ tịch Mai Quốc Bình than : "" Một dự án đầu tư mất ba",True,train_055
f:\OneDrive\TAI_LIEU_HK8\XLA\ocr_tieng_viet\data_daxuli\train\train_055\26.jpg,"năm, rút thành 24 ngày được không? Người ta tính như vũ bão từng",True,train_055
f:\OneDrive\TAI_LIEU_HK8\XLA\ocr_tieng_viet\data_daxuli\train\train_055\27.jpg,"giờ, từng ngày, còn cán bộ ta chỉ có khái niệm là năm. Đụng vô là",True,train_055
f:\OneDrive\TAI_LIEU_HK8\XLA\ocr_tieng_viet\data_daxuli\train\train_055\28.jpg,"nhiêu khê "".",True,train_055
f:\OneDrive\TAI_LIEU_HK8\XLA\ocr_tieng_viet\data_daxuli\train\train_055\29.jpg,"Ông Trần Du Lịch : "" Có khi chính tình hình kinh tế quý 1 giảm sút, chúng",True,train_055
f:\OneDrive\TAI_LIEU_HK8\XLA\ocr_tieng_viet\data_daxuli\train\train_055\30.jpg,"ta mới quyết tâm cải cách thủ tục hành chính, buộc bộ máy hành",True,train_055
f:\OneDrive\TAI_LIEU_HK8\XLA\ocr_tieng_viet\data_daxuli\train\train_055\31.jpg,"chính phải chuyển động "". Hôm nay, hội nghị tiếp tục làm việc. Sáng cùng",True,train_055
f:\OneDrive\TAI_LIEU_HK8\XLA\ocr_tieng_viet\data_daxuli\train\train_055\32.jpg,"ngày 30 - 3, Ban Thường vụ Thành ủy đã triệu tập hội nghị cán bộ",True,train_055
f:\OneDrive\TAI_LIEU_HK8\XLA\ocr_tieng_viet\data_daxuli\train\train_055\33.jpg,nghiên cứu quán triệt nghị quyết Hội nghị lần 9 Ban Chấp hành Trung,True,train_055
f:\OneDrive\TAI_LIEU_HK8\XLA\ocr_tieng_viet\data_daxuli\train\train_055\34.jpg,ương khóa IX và chương trình hành động của Thành ủy thực hiện,True,train_055
f:\OneDrive\TAI_LIEU_HK8\XLA\ocr_tieng_viet\data_daxuli\train\train_055\35.jpg,Nghị quyết Hội nghị trung ương 9.,True,train_055
f:\OneDrive\TAI_LIEU_HK8\XLA\ocr_tieng_viet\data_daxuli\train\train_056\1.jpg,"1 - 12 - 2003, chỉ còn ít lâu là Tết Nguyên đán, công ty chuộc ra, đưa trở lại công trường,",True,train_056
f:\OneDrive\TAI_LIEU_HK8\XLA\ocr_tieng_viet\data_daxuli\train\train_056\2.jpg,"hứa giải quyết về trước tết, lại làm việc và sống cầm hơi như cũ. Ngày 2 - 1 - 2004,",True,train_056
f:\OneDrive\TAI_LIEU_HK8\XLA\ocr_tieng_viet\data_daxuli\train\train_056\3.jpg,Hồ Văn Trương bị té lầu trong khi làm việc. Từ chiều đến 11 giờ đêm mới có y tá,True,train_056
f:\OneDrive\TAI_LIEU_HK8\XLA\ocr_tieng_viet\data_daxuli\train\train_056\4.jpg,"đến đưa đi bệnh viện. 12 người trong tù ra, số còn lại thất nghiệp không",True,train_056
f:\OneDrive\TAI_LIEU_HK8\XLA\ocr_tieng_viet\data_daxuli\train\train_056\5.jpg,"có tiền ăn, phải tự cứu nhau. Chủ công trường không nhận lại vì hết việc.",True,train_056
f:\OneDrive\TAI_LIEU_HK8\XLA\ocr_tieng_viet\data_daxuli\train\train_056\6.jpg,Công ty không ai dòm ngó. Hồ Văn Trương không có tiền thanh toán viện phí,True,train_056
f:\OneDrive\TAI_LIEU_HK8\XLA\ocr_tieng_viet\data_daxuli\train\train_056\7.jpg,"không biết sẽ ra sao. Có người may mắn được về hai ngày trước tết, số còn lại",True,train_056
f:\OneDrive\TAI_LIEU_HK8\XLA\ocr_tieng_viet\data_daxuli\train\train_056\8.jpg,"được đưa một ít tiền ăn và những lời hứa. Và ngày về Chiều 23 - 3 - 2004, trong khi những",True,train_056
f:\OneDrive\TAI_LIEU_HK8\XLA\ocr_tieng_viet\data_daxuli\train\train_056\9.jpg,"lao động đang chờ đợi ngoài hành lang tại chi nhánh của công ty ở TP.HCM,",True,train_056
f:\OneDrive\TAI_LIEU_HK8\XLA\ocr_tieng_viet\data_daxuli\train\train_056\10.jpg,chúng tôi làm việc trực tiếp với đại diện Công ty Bitocimex. Giám đốc là ông,True,train_056
f:\OneDrive\TAI_LIEU_HK8\XLA\ocr_tieng_viet\data_daxuli\train\train_056\11.jpg,"Nguyễn Thọ Tuấn vắng mặt đã lâu vì lý do sức khỏe, ông Lê Tuấn Anh (phó",True,train_056
f:\OneDrive\TAI_LIEU_HK8\XLA\ocr_tieng_viet\data_daxuli\train\train_056\12.jpg,giám đốc công ty) cùng người phụ trách mảng lao động trực tiếp xử lý việc này.,True,train_056
f:\OneDrive\TAI_LIEU_HK8\XLA\ocr_tieng_viet\data_daxuli\train\train_056\13.jpg,"Ông Tuấn Anh nói : "" Lỗi không của riêng ai, đây là rủi ro trong làm ăn công ty chỉ",True,train_056
f:\OneDrive\TAI_LIEU_HK8\XLA\ocr_tieng_viet\data_daxuli\train\train_056\14.jpg,kiểm soát được một phần sự việc. Sự việc liên tục xảy ra khiến hai bên,True,train_056
f:\OneDrive\TAI_LIEU_HK8\XLA\ocr_tieng_viet\data_daxuli\train\train_056\15.jpg,"không có sự hợp tác, tin cậy..., mệt mỏi từ hai phía "". Không tiền bạc, sức",True,train_056
f:\OneDrive\TAI_LIEU_HK8\XLA\ocr_tieng_viet\data_daxuli\train\train_056\16.jpg,khỏe vơi đi cùng cả số tư trang ít ỏi trên người cũng được đánh đổi lấy,True,train_056
f:\OneDrive\TAI_LIEU_HK8\XLA\ocr_tieng_viet\data_daxuli\train\train_056\17.jpg,đồ dùng trong những ngày ở tù. Họ đếm từng ngày trôi đi trong gánh nặng,True,train_056
f:\OneDrive\TAI_LIEU_HK8\XLA\ocr_tieng_viet\data_daxuli\train\train_056\18.jpg,"tiền bạc. Riêng Hồ Văn Thông, số hộ chiếu AX 0134520, ở Cương Gián, Nghi Xuân,",True,train_056
f:\OneDrive\TAI_LIEU_HK8\XLA\ocr_tieng_viet\data_daxuli\train\train_056\19.jpg,"Hà Tĩnh, ngày 21 - 3 - 2004 đã về đến TP.HCM sau cuộc hành trình ba ngày từ",True,train_056
f:\OneDrive\TAI_LIEU_HK8\XLA\ocr_tieng_viet\data_daxuli\train\train_056\20.jpg,"Malaysia qua Thái Lan, Campuchia và đến cửa khẩu An Giang.",True,train_056
f:\OneDrive\TAI_LIEU_HK8\XLA\ocr_tieng_viet\data_daxuli\train\train_056\21.jpg,""" Tôi không dám tin rằng mình còn sống bởi tất cả như là cơn ác mộng, hết đi từ nỗi sợ hãi",True,train_056
f:\OneDrive\TAI_LIEU_HK8\XLA\ocr_tieng_viet\data_daxuli\train\train_056\22.jpg,"này đến kinh hoàng khác. Cứ lấy chân đạp trên nền đất để biết rất thật rằng đây là VN "".",True,train_056
f:\OneDrive\TAI_LIEU_HK8\XLA\ocr_tieng_viet\data_daxuli\train\train_056\23.jpg,"Vì không nằm trong danh sách những người được công ty đưa về, khủng hoảng và kiệt",True,train_056
f:\OneDrive\TAI_LIEU_HK8\XLA\ocr_tieng_viet\data_daxuli\train\train_056\24.jpg,"sức, tôi cố bám theo đoàn thương lái 30 người, trà trộn và giả dạng người",True,train_056
f:\OneDrive\TAI_LIEU_HK8\XLA\ocr_tieng_viet\data_daxuli\train\train_056\25.jpg,"Campuchia, nhảy xe khách, đi bộ hàng chục kilômet, qua hàng rào cảnh sát",True,train_056
f:\OneDrive\TAI_LIEU_HK8\XLA\ocr_tieng_viet\data_daxuli\train\train_056\26.jpg,"các nước, may nhờ một người VN che chở đã đóng tiền để qua được các vòng.",True,train_056
f:\OneDrive\TAI_LIEU_HK8\XLA\ocr_tieng_viet\data_daxuli\train\train_056\27.jpg,"Đôi mắt thâm quầng và nước da xanh mét, Thông nói : "" Dẫu sao chúng tôi cũng may",True,train_056
f:\OneDrive\TAI_LIEU_HK8\XLA\ocr_tieng_viet\data_daxuli\train\train_056\28.jpg,"mắn hơn những bạn bè khác hiện đang còn kẹt lại ở xứ người "".",True,train_056
f:\OneDrive\TAI_LIEU_HK8\XLA\ocr_tieng_viet\data_daxuli\train\train_057\1.jpg,"Nhặt ve chai... nuôi chồng đi kiện. Ở cái xóm lao động nghèo thuộc phường Bình Chiểu, quận",True,train_057
f:\OneDrive\TAI_LIEU_HK8\XLA\ocr_tieng_viet\data_daxuli\train\train_057\2.jpg,"Thủ Đức (TP.HCM) hầu như ai cũng biết tên anh Trương Xuân Đại, người công nhân đấu",True,train_057
f:\OneDrive\TAI_LIEU_HK8\XLA\ocr_tieng_viet\data_daxuli\train\train_057\3.jpg,tranh chống tiêu cực ở công trình đường liên cảng A5. Thế nhưng ít ai biết rằng đằng,True,train_057
f:\OneDrive\TAI_LIEU_HK8\XLA\ocr_tieng_viet\data_daxuli\train\train_057\4.jpg,sau cuộc hành trình đi tìm chân lý của anh lại có dấu ấn rất lớn của vợ anh là,True,train_057
f:\OneDrive\TAI_LIEU_HK8\XLA\ocr_tieng_viet\data_daxuli\train\train_057\5.jpg,chị Trần Thị Xoan. Chị già đi rất nhiều so với cái tuổi 35 của mình.,True,train_057
f:\OneDrive\TAI_LIEU_HK8\XLA\ocr_tieng_viet\data_daxuli\train\train_057\6.jpg,"Đôi gò má hóp, đôi mắt trũng sâu sau những đêm vất vả đến tận 2 - 3 giờ sáng, rảo",True,train_057
f:\OneDrive\TAI_LIEU_HK8\XLA\ocr_tieng_viet\data_daxuli\train\train_057\7.jpg,"bước khắp hang cùng ngõ hẻm bới rác nhặt bao bì, ve chai. Nhớ lại ngày trước",True,train_057
f:\OneDrive\TAI_LIEU_HK8\XLA\ocr_tieng_viet\data_daxuli\train\train_057\8.jpg,"lúc anh Đại còn làm tổ trưởng quản lý hơn 20 công nhân, chị nhận lãnh chân nấu",True,train_057
f:\OneDrive\TAI_LIEU_HK8\XLA\ocr_tieng_viet\data_daxuli\train\train_057\9.jpg,cơm tháng cho nhóm thợ với thu nhập của hai vợ chồng trên 100.000 đồng / ngày.,True,train_057
f:\OneDrive\TAI_LIEU_HK8\XLA\ocr_tieng_viet\data_daxuli\train\train_057\10.jpg,"Gần mười năm dắt díu nhau vào Sài Gòn mưu sinh, gia đình anh chị cũng",True,train_057
f:\OneDrive\TAI_LIEU_HK8\XLA\ocr_tieng_viet\data_daxuli\train\train_057\11.jpg,đã sắm sửa cho mình được một ít vật dụng.,True,train_057
f:\OneDrive\TAI_LIEU_HK8\XLA\ocr_tieng_viet\data_daxuli\train\train_057\12.jpg,"Thế rồi hết vụ chống tiêu cực đến việc anh Đại đeo đuổi vụ kiện, của cải trong",True,train_057
f:\OneDrive\TAI_LIEU_HK8\XLA\ocr_tieng_viet\data_daxuli\train\train_057\13.jpg,"nhà lần lượt đội nón ra đi. Tối 21 - 3, chúng tôi tìm đến chỗ trọ của vợ",True,train_057
f:\OneDrive\TAI_LIEU_HK8\XLA\ocr_tieng_viet\data_daxuli\train\train_057\14.jpg,chồng anh trong ngôi nhà nhỏ của người em gái chị Xoan. Ở đó có đến 13 con,True,train_057
f:\OneDrive\TAI_LIEU_HK8\XLA\ocr_tieng_viet\data_daxuli\train\train_057\15.jpg,người chen chúc nhau sống trong đó. Một đầu hè căn nhà được người em cho,True,train_057
f:\OneDrive\TAI_LIEU_HK8\XLA\ocr_tieng_viet\data_daxuli\train\train_057\16.jpg,"vợ chồng chị Xoan che chắn tạm bợ bằng những tấm bạt, nilông và những",True,train_057
f:\OneDrive\TAI_LIEU_HK8\XLA\ocr_tieng_viet\data_daxuli\train\train_057\17.jpg,miếng tôn vụn còn in dấu vôi vữa ở các công trình để ở tạm.,True,train_057
f:\OneDrive\TAI_LIEU_HK8\XLA\ocr_tieng_viet\data_daxuli\train\train_057\18.jpg,"Chị Xoan vừa đi nhặt ve chai, giấy vụn trở về đang cùng chồng và đứa con gái",True,train_057
f:\OneDrive\TAI_LIEU_HK8\XLA\ocr_tieng_viet\data_daxuli\train\train_057\19.jpg,ăn vội miếng cơm đạm bạc. Ăn xong chị lại quày quả ra đi với chiếc xe đạp cọc,True,train_057
f:\OneDrive\TAI_LIEU_HK8\XLA\ocr_tieng_viet\data_daxuli\train\train_057\20.jpg,"cạch và hai cái bao nhỏ. Thân mình chịu cực, chịu khổ đã quen không màng",True,train_057
f:\OneDrive\TAI_LIEU_HK8\XLA\ocr_tieng_viet\data_daxuli\train\train_057\21.jpg,"đến, nhưng thương nhất là hai đứa con. Đứa nhỏ hơn 11 tuổi, đang ở mãi tận ngoài",True,train_057
f:\OneDrive\TAI_LIEU_HK8\XLA\ocr_tieng_viet\data_daxuli\train\train_057\22.jpg,"quê. Đứa lớn theo vợ chồng chị vào TP.HCM. Không có tiền, cũng không có điều",True,train_057
f:\OneDrive\TAI_LIEU_HK8\XLA\ocr_tieng_viet\data_daxuli\train\train_057\23.jpg,"kiện xin cho con học ở TP.HCM, anh chị phải gửi con vào một ngôi trường",True,train_057
f:\OneDrive\TAI_LIEU_HK8\XLA\ocr_tieng_viet\data_daxuli\train\train_057\24.jpg,ở tận huyện Thuận An (Bình Dương).,True,train_057
f:\OneDrive\TAI_LIEU_HK8\XLA\ocr_tieng_viet\data_daxuli\train\train_057\25.jpg,Nhìn căn chòi tạm bợ mà gia đình anh Đại cùng nhóm công nhân chống tiêu cực,True,train_057
f:\OneDrive\TAI_LIEU_HK8\XLA\ocr_tieng_viet\data_daxuli\train\train_057\26.jpg,"đang tá túc, chúng tôi không khỏi chạnh lòng. Họ đấu tranh để cứu lấy công trình",True,train_057
f:\OneDrive\TAI_LIEU_HK8\XLA\ocr_tieng_viet\data_daxuli\train\train_057\27.jpg,"có vốn đầu tư trên 43 tỉ đồng, họ đã ngăn chặn một âm mưu rút ruột nhà nước",True,train_057
